title,author,price,pages,avg_reviews,n_reviews,star5,star4,star3,star2,star1,dimensions,weight,language,publisher,publisher_cleaned,release_date,ISBN_13
"Creative Coding in Python: 30+ Programming Projects in Art, Games, and More",Sheena Vaidyanathan,19.89,144,4.6,315,78%,12%,8%,3%,0%,8.4 x 0.75 x 9.55 inches,3.53 ounces,English,"Quarry Books; Illustrated edition (December 18, 2018)",Quarry Books; Illustrated edition,"December 18, 2018",978-1631595813
Aprende Python en un fin de semana (Spanish Edition),"Alfredo Moreno Muñoz, Sheila Córcoles Córcoles",10.04,174,4.4,594,64%,22%,10%,3%,2%,5.5 x 0.4 x 8.5 inches,9.2 ounces,Spanish,"Independently published (August 30, 2018)",Independently published,"August 30, 2018",978-1719884839
Python Aplicado (Spanish Edition),Eugenia Bahit,39.99,286,5,2,100%,0%,0%,0%,0%,5.83 x 0.6 x 8.27 inches,12.2 ounces,Spanish,"Ebrc Publisher; 4th ed. edition (January 27, 2022)",Ebrc Publisher; 4th ed. edition,"January 27, 2022",978-1838190187
Black Hat Python: Python Programming for Hackers and Pentesters,Justin Seitz,34.95,192,4.6,505,76%,14%,5%,3%,2%,6.94 x 0.51 x 9.25 inches,15.2 ounces,English,"No Starch Press; 1st edition (December 21, 2014)",No Starch Press; 1st edition,"December 21, 2014",978-1593275907
The Art of Clean Code: Best Practices to Eliminate Complexity and Simplify Your Life,Christian Mayer,22.99,176,4.4,4,70%,30%,0%,0%,0%,7 x 0.55 x 9.25 inches,13 ounces,English,"No Starch Press (August 2, 2022)",No Starch Press,"August 2, 2022",978-1718502185
Problem Solving with Algorithms and Data Structures Using Python SECOND EDITION,"Bradley N. Miller, David L. Ranum",42.75,438,4.5,145,73%,17%,4%,1%,4%,7.5 x 0.9 x 9.2 inches,1.7 pounds,English,"Franklin, Beedle & Associates; 2nd edition (August 22, 2011)","Franklin, Beedle & Associates; 2nd edition","August 22, 2011",978-1590282571
Quantum Chemistry and Computing for the Curious: Illustrated with Python and Qiskit® code,"Keeper L. Sharkey, Alain Chancé",47.99,354,4.8,16,80%,20%,0%,0%,0%,7.5 x 0.84 x 9.25 inches,1.34 pounds,English,"Packt Publishing (May 20, 2022)",Packt Publishing,"May 20, 2022",978-1803243900
"Bioinformatics with Python Cookbook: Use modern Python libraries and applications to solve real-world computational biology problems, 3rd Edition",Tiago Antao,54.99,360,4.4,7,62%,19%,19%,0%,0%,7.5 x 0.82 x 9.25 inches,1.37 pounds,English,"Packt Publishing; 3rd ed. edition (September 27, 2022)",Packt Publishing; 3rd ed. edition,"September 27, 2022",978-1803236421
Boas and Pythons of the World,Mark OShea,16.22,160,4.6,33,79%,16%,5%,0%,0%,7.57 x 0.53 x 9.61 inches,1.33 pounds,English,"Princeton University Press (April 24, 2011)",Princeton University Press,"April 24, 2011",978-0691150154
Scala 3 Programming for Beginners: An Introduction to Learn the Scala 3 Programming Language with Tutorials and Hands-On Examples,Nathan Metzler,8.99,176,3,1,0%,0%,100%,0%,0%,6 x 0.4 x 9 inches,11.4 ounces,English,"Independently published (December 16, 2021)",Independently published,"December 16, 2021",979-8782427801
Machine Learning with Python Cookbook: Practical Solutions from Preprocessing to Deep Learning,Chris Albon,49.18,366,4.5,178,72%,16%,5%,4%,3%,7.01 x 0.76 x 9.17 inches,1.47 pounds,English,"O'Reilly Media; 1st edition (April 17, 2018)",O'Reilly Media; 1st edition,"April 17, 2018",978-1491989388
"Test-Driven Development with Python: Obey the Testing Goat: Using Django, Selenium, and JavaScript",Harry Percival,45.99,624,4.7,121,80%,14%,2%,2%,1%,7.01 x 1.26 x 9.17 inches,1.47 pounds,English,"O'Reilly Media; 2nd edition (August 31, 2017)",O'Reilly Media; 2nd edition,"August 31, 2017",978-1491958704
Numerical Python in Astronomy and Astrophysics: A Practical Guide to Astrophysical Problem Solving (Undergraduate Lecture Notes in Physics),"Wolfram Schmidt, Marcel Völschow",53.92,260,4.7,15,81%,10%,9%,0%,0%,6.1 x 0.62 x 9.25 inches,14.2 ounces,English,"Springer; 1st ed. 2021 edition (July 15, 2021)",Springer; 1st ed. 2021 edition,"July 15, 2021",978-3030703462
"Code This Game!: Make Your Game Using Python, Then Break Your Game to Create a New One!","Meg Ray, Odd Dot, Keith Zoo",18.8,320,4.4,101,68%,16%,10%,4%,3%,7.99 x 1.82 x 9.38 inches,2.1 pounds,English,"Odd Dot; Illustrated edition (September 3, 2019)",Odd Dot; Illustrated edition,"September 3, 2019",978-1250306692
Bite-Size Python: An Introduction to Python Programming,April Speight,23.72,240,4.8,78,80%,18%,2%,0%,0%,7.3 x 0.5 x 9.2 inches,1.09 pounds,English,"Wiley; 1st edition (September 1, 2020)",Wiley; 1st edition,"September 1, 2020",978-1119643814
"Becoming a Data Head: How to Think, Speak and Understand Data Science, Statistics and Machine Learning","Alex J. Gutman, Jordan Goldmeier",24.49,272,4.6,209,73%,19%,5%,2%,0%,6 x 0.62 x 9 inches,12.5 ounces,English,"Wiley; 1st edition (April 23, 2021)",Wiley; 1st edition,"April 23, 2021",978-1119741749
Fast Python: High performance techniques for large datasets,Tiago Rodrigues Antao,59.99,320,5,2,100%,0%,0%,0%,0%,7.38 x 0.94 x 9.25 inches,15.8 ounces,English,"Manning (March 21, 2023)",Manning,"March 21, 2023",978-1617297939
"The Python Bible Volume 5: Python For Finance (Stock Analysis, Trading, Share Prices)",Florian Dedov,7.99,58,3.9,30,54%,17%,11%,5%,14%,5 x 0.15 x 8 inches,2.56 ounces,English,"Independently published (August 14, 2019)",Independently published,"August 14, 2019",978-1686407376
Python for Biologists: A complete programming course for beginners,Dr. Martin Jones,39,244,4.8,109,85%,8%,5%,2%,0%,7.44 x 0.55 x 9.69 inches,15.5 ounces,English,"CreateSpace Independent Publishing Platform; 1st edition (September 7, 2013)",CreateSpace Independent Publishing Platform; 1st edition,"September 7, 2013",978-1492346135
A Student's Guide to Python for Physical Modeling: Second Edition,"Jesse M. Kinder, Philip Nelson",24.95,240,4.5,20,81%,7%,12%,0%,0%,8 x 0.75 x 10 inches,1.25 pounds,English,"Princeton University Press; School edition (August 3, 2021)",Princeton University Press; School edition,"August 3, 2021",978-0691223650
Machine Learning with Python for Everyone (Addison-Wesley Data & Analytics Series),Mark Fenner,49.99,592,4.6,37,65%,30%,5%,0%,0%,7 x 1.25 x 9.1 inches,2.05 pounds,English,"Addison-Wesley Professional; 1st edition (August 16, 2019)",Addison-Wesley Professional; 1st edition,"August 16, 2019",978-0134845623
"Programming the Raspberry Pi, Third Edition: Getting Started with Python",Simon Monk,15,192,4.6,145,73%,15%,7%,3%,1%,5.91 x 0.39 x 8.82 inches,8.1 ounces,English,"McGraw Hill TAB; 3rd edition (June 3, 2021)",McGraw Hill TAB; 3rd edition,"June 3, 2021",978-1264257355
The Quick Python Book,Naomi Ceder,29.99,472,4.4,95,67%,18%,7%,1%,7%,7.38 x 1 x 9.25 inches,1.59 pounds,English,"Manning; 3rd edition (June 14, 2018)",Manning; 3rd edition,"June 14, 2018",978-1617294037
Advancing into Analytics: From Excel to Python and R,George Mount,39.49,250,4.6,61,74%,20%,3%,4%,0%,7 x 0.75 x 9 inches,14.2 ounces,English,"O'Reilly Media; 1st edition (May 11, 2021)",O'Reilly Media; 1st edition,"May 11, 2021",978-1492094340
"Tiny Python Projects: 21 small fun projects for Python beginners designed to build programming skill, teach new algorithms and techniques, and introduce software testing",Ken Youens-Clark,39.99,440,4.6,49,77%,10%,7%,7%,0%,7.38 x 0.9 x 9.25 inches,1.78 pounds,English,"Manning (September 1, 2020)",Manning,"September 1, 2020",978-1617297519
"PYTHON CRASH COURSE: A PRACTICAL BEGINNER'S GUIDE TO LEARN PYTHON IN 7 DAYS OR LESS, INTRODUCING YOU INTO THE WORLD OF DATA SCIENCE, ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING, WITH HANDS-ON PROJECT",Erick Thompson,14.99,145,3.8,12,60%,13%,27%,0%,0%,6 x 0.33 x 9 inches,7.2 ounces,English,"Independently published (September 18, 2020)",Independently published,"September 18, 2020",979-8683845827
"Bayesian Analysis with Python: Introduction to statistical modeling and probabilistic programming using PyMC3 and ArviZ, 2nd Edition",Osvaldo Martin,46.99,356,4.1,44,55%,21%,6%,9%,8%,7.5 x 0.81 x 9.25 inches,1.35 pounds,English,"Packt Publishing (December 26, 2018)",Packt Publishing,"December 26, 2018",978-1789341652
"Building Python Microservices with FastAPI: Build secure, scalable, and structured Python microservices from design concepts to infrastructure",Sherwin John C. Tragura,44.99,420,5,4,100%,0%,0%,0%,0%,7.5 x 0.95 x 9.25 inches,1.59 pounds,English,"Packt Publishing (August 30, 2022)",Packt Publishing,"August 30, 2022",978-1803245966
3D Deep Learning with Python: Design and develop your computer vision model with 3D data using PyTorch3D and more,"Xudong Ma, Vishakh Hegde, Lilit Yolyan",39.99,236,5,2,100%,0%,0%,0%,0%,7.5 x 0.54 x 9.25 inches,14.6 ounces,English,"Packt Publishing (October 31, 2022)",Packt Publishing,"October 31, 2022",978-1803247823
Python Data Cleaning Cookbook: Modern techniques and Python tools to detect and remove dirty data and extract key insights,Michael Walker,37.21,436,4.6,67,75%,15%,6%,3%,0%,7.5 x 0.99 x 9.25 inches,1.64 pounds,English,"Packt Publishing (December 11, 2020)",Packt Publishing,"December 11, 2020",978-1800565661
Web Development with Django: Learn to build modern web applications with a Python-based framework,"Ben Shaw, Saurabh Badhwar, Andrew Bird",41.99,826,4.4,70,70%,17%,4%,5%,4%,7.5 x 1.87 x 9.25 inches,3.07 pounds,English,"Packt Publishing (February 25, 2021)",Packt Publishing,"February 25, 2021",978-1839212505
"Monty Python Speaks, Revised and Updated Edition: The Complete Oral History","David Morgan, John Oliver",17.99,432,4.6,41,74%,18%,4%,4%,0%,6 x 1.08 x 8 inches,10.4 ounces,English,"Dey Street Books; Revised, Updated edition (January 8, 2019)","Dey Street Books; Revised, Updated edition","January 8, 2019",978-0062866448
"Doing Math with Python: Use Programming to Explore Algebra, Statistics, Calculus, and More!",Amit Saha,29.95,264,4.5,163,72%,18%,5%,2%,3%,7.06 x 0.65 x 9.25 inches,1.14 pounds,English,"No Starch Press; 1st edition (August 1, 2015)",No Starch Press; 1st edition,"August 1, 2015",978-1593276409
The Well-Grounded Python Developer,Doug Farrell,49.99,375,4.6,185,71%,20%,4%,2%,3%,7.38 x 0.94 x 9.25 inches,15.8 ounces,English,"Manning (April 25, 2023)",Manning,"April 25, 2023",978-1617297441
"Hands-On Explainable AI (XAI) with Python: Interpret, visualize, explain, and integrate reliable AI for fair, secure, and trustworthy AI apps",Denis Rothman,51.99,454,3.7,24,37%,23%,24%,15%,0%,7.5 x 1.03 x 9.25 inches,1.71 pounds,English,"Packt Publishing (July 31, 2020)",Packt Publishing,"July 31, 2020",978-1800208131
Developing IoT Projects with ESP32: Automate your home or business with inexpensive Wi-Fi devices,Vedat Ozan Oner,46.99,474,4.1,22,47%,27%,18%,8%,0%,7.5 x 1.07 x 9.25 inches,1.78 pounds,English,"Packt Publishing (September 13, 2021)",Packt Publishing,"September 13, 2021",978-1838641160
"Hands-On Data Structures and Algorithms with Python: Store, manipulate, and access data effectively and boost the performance of your applications, 3rd Edition",Dr. Basant Agarwal,44.99,496,4.8,13,83%,17%,0%,0%,0%,7.5 x 1.12 x 9.25 inches,1.86 pounds,English,"Packt Publishing; 3rd ed. edition (July 29, 2022)",Packt Publishing; 3rd ed. edition,"July 29, 2022",978-1801073448
"PHP 8 Programming Tips, Tricks and Best Practices: A practical guide to PHP 8 features, usage changes, and advanced programming techniques","Doug Bierer, Cal Evans",51.99,528,4.6,12,78%,8%,14%,0%,0%,7.5 x 1.19 x 9.25 inches,1.98 pounds,English,"Packt Publishing (August 27, 2021)",Packt Publishing,"August 27, 2021",978-1801071871
Applied Machine Learning and AI for Engineers: Solve Business Problems That Can't Be Solved Algorithmically,Jeff Prosise,62.99,425,5,1,100%,0%,0%,0%,0%,7 x 1 x 9.25 inches,1.49 pounds,English,"O'Reilly Media; 1st edition (December 20, 2022)",O'Reilly Media; 1st edition,"December 20, 2022",978-1492098058
PYTHON: This Book Includes: Learn How To Develop Programs And Apps In 7 Days With Python Programming And Start Deep Hands-on Learning For Beginners of Data Science And Machine Learning.,"Oliver R. Simpson, Code Developer Academy",24.38,381,4.1,64,55%,23%,12%,2%,8%,7.5 x 0.86 x 9.25 inches,1.81 pounds,English,"Independently published (May 17, 2020)",Independently published,"May 17, 2020",979-8646590160
Python: For Beginners: A Crash Course Guide To Learn Python in 1 Week,Timothy C. Needham,13.66,135,4.3,"3,142",66%,16%,10%,3%,5%,6 x 0.31 x 9 inches,6.7 ounces,English,"Independently published (September 21, 2017)",Independently published,"September 21, 2017",978-0679722014
"Numerical Python: Scientific Computing and Data Science Applications with Numpy, SciPy and Matplotlib",Robert Johansson,51.99,723,4.4,114,68%,15%,11%,3%,4%,7 x 1.45 x 10 inches,2.99 pounds,English,"Apress; 2nd ed. edition (December 25, 2018)",Apress; 2nd ed. edition,"December 25, 2018",978-1484242452
Designing Production-Grade and Large-Scale IoT Solutions: A comprehensive and practical guide to implementing end-to-end IoT solutions,Mohamed Abdelaziz,31.5,412,4.8,8,84%,16%,0%,0%,0%,7.5 x 0.93 x 9.25 inches,1.56 pounds,English,"Packt Publishing (May 26, 2022)",Packt Publishing,"May 26, 2022",978-1838829254
Learning Scientific Programming with Python,Christian Hill,51.63,570,4.5,55,69%,18%,5%,5%,3%,6.69 x 1.29 x 9.61 inches,2.34 pounds,English,"Cambridge University Press; 2nd edition (December 10, 2020)",Cambridge University Press; 2nd edition,"December 10, 2020",978-1108745918
Mastering spaCy: An end-to-end practical guide to implementing NLP applications using the Python ecosystem,Duygu Altinok,46.99,356,4,31,44%,29%,21%,6%,0%,7.5 x 0.81 x 9.25 inches,1.35 pounds,English,"Packt Publishing (July 9, 2021)",Packt Publishing,"July 9, 2021",978-1800563353
Natural Language Processing with Python: Analyzing Text with the Natural Language Toolkit,"Steven Bird, Ewan Klein, Edward Loper",50.23,502,4.4,180,64%,19%,8%,6%,2%,7 x 1.2 x 9.19 inches,1.75 pounds,English,"O'Reilly Media; 1st edition (August 4, 2009)",O'Reilly Media; 1st edition,"August 4, 2009",978-0596516499
Automate the Boring Stuff with Python: Practical Programming for Total Beginners,Al Sweigart,59.99,504,4.7,"1,386",78%,14%,5%,1%,1%,7 x 1.19 x 9.25 inches,2.14 pounds,English,"No Starch Press; 1st edition (May 1, 2015)",No Starch Press; 1st edition,"May 1, 2015",978-1593275990
Python for Civil and Structural Engineers,Vittorio Lora,19.99,162,3.8,17,39%,23%,22%,8%,8%,7.5 x 0.37 x 9.25 inches,11.3 ounces,English,"Independently published (October 10, 2019)",Independently published,"October 10, 2019",978-1698951010
Advanced Python Scripting for ArcGIS Pro,Paul A. Zandbergen,40.99,290,4.4,43,72%,13%,10%,6%,0%,8 x 0.75 x 9.75 inches,1.8 pounds,English,"Esri Press; 1st edition (July 14, 2020)",Esri Press; 1st edition,"July 14, 2020",978-1589486188
Web Scraping with Python: Collecting More Data from the Modern Web,Ryan Mitchell,33.49,306,4.6,180,76%,13%,6%,2%,3%,7 x 0.65 x 9.19 inches,1.21 pounds,English,"O'Reilly Media; 2nd edition (May 8, 2018)",O'Reilly Media; 2nd edition,"May 8, 2018",978-1491985571
"Python Programming for the Absolute Beginner, 3rd Edition",Michael Dawson,40.49,455,4.3,688,64%,16%,13%,3%,5%,7.5 x 1.25 x 9.25 inches,2.05 pounds,English,"Course Technology; 3rd edition (January 1, 2010)",Course Technology; 3rd edition,"January 1, 2010",978-1435455009
Murach's Python Programming,"Michael Urban, Joel Murach",34.3,590,4.5,213,71%,16%,8%,1%,3%,8 x 1.5 x 9.9 inches,2.45 pounds,English,"Mike Murach & Associates (December 13, 2016)",Mike Murach & Associates,"December 13, 2016",978-1890774974
Learn Quantum Computing with Python and IBM Quantum Experience: A hands-on introduction to quantum computing and writing your own quantum programs with Python,Robert Loredo,41.99,510,4.5,92,71%,17%,6%,2%,4%,7.5 x 1.15 x 9.25 inches,1.91 pounds,English,"Packt Publishing (September 28, 2020)",Packt Publishing,"September 28, 2020",978-1838981006
Hands-On Gradient Boosting with XGBoost and scikit-learn: Perform accessible machine learning and extreme gradient boosting with Python,"Corey Wade, Kevin Glynn",41.99,310,4.7,30,77%,12%,11%,0%,0%,7.5 x 0.7 x 9.25 inches,1.19 pounds,English,"Packt Publishing (October 16, 2020)",Packt Publishing,"October 16, 2020",978-1839218354
"Python Natural Language Processing Cookbook: Over 50 recipes to understand, analyze, and generate text for implementing language processing tasks",Zhenya Antić,37.99,284,4.2,39,62%,17%,7%,7%,7%,7.5 x 0.64 x 9.25 inches,1.08 pounds,English,"Packt Publishing (March 19, 2021)",Packt Publishing,"March 19, 2021",978-1838987312
Python Concurrency with asyncio,Matthew Fowler,44.49,376,3.9,8,64%,18%,18%,0%,0%,7.38 x 0.3 x 9.25 inches,1.37 pounds,English,"Manning (March 1, 2022)",Manning,"March 1, 2022",978-1617298660
Modeling and Simulation in Python,Allen B. Downey,39.99,272,4.5,27,70%,12%,12%,6%,0%,0.04 x 0.04 x 0.04 inches,13 ounces,English,"No Starch Press (May 30, 2023)",No Starch Press,"May 30, 2023",978-1718502161
"Make a Raspberry Pi-Controlled Robot: Building a Rover with Python, Linux, Motors, and Sensors",Wolfram Donat,9.59,168,4,38,47%,29%,7%,13%,4%,7.5 x 0.46 x 9.25 inches,13.8 ounces,English,"Make Community, LLC; 1st edition (December 16, 2014)","Make Community, LLC; 1st edition","December 16, 2014",978-1457186035
Starting Out with Python,Tony Gaddis,139.99,744,4.6,606,76%,12%,6%,2%,3%,9.9 x 7.9 x 0.9 inches,2.45 pounds,English,"Pearson; 4th edition (March 6, 2017)",Pearson; 4th edition,"March 6, 2017",978-0134444321
Classic Computer Science Problems in Python,David Kopec,29.99,224,4.4,135,66%,16%,10%,4%,4%,7.38 x 0.5 x 9.25 inches,15.5 ounces,English,"Manning; 1st edition (March 15, 2019)",Manning; 1st edition,"March 15, 2019",978-1617295980
Bayesian Modeling and Computation in Python (Chapman & Hall/CRC Texts in Statistical Science),"Osvaldo A. Martin, Ravin Kumar, Junpeng Lao",92.39,398,4.2,20,65%,17%,7%,11%,0%,7 x 1 x 10 inches,2.34 pounds,English,"Chapman and Hall/CRC; 1st edition (December 29, 2021)",Chapman and Hall/CRC; 1st edition,"December 29, 2021",978-0367894368
Macramè For Beginners: Discover the Art of Macramè | Decorate Your House with Elegant Handmade Projects | Learn Basic Knot Patterns with Step-by-Step Images as You Relax in the Comfort of Your Home,Michelle Yates,18.96,172,4.8,87,91%,5%,3%,0%,0%,8 x 0.39 x 10 inches,14.4 ounces,English,"Independently published (September 17, 2022)",Independently published,"September 17, 2022",979-8353349204
"Python Object-Oriented Programming: Build robust and maintainable object-oriented Python applications and libraries, 4th Edition","Steven F. Lott, Dusty Phillips",38.24,714,4.3,74,60%,16%,19%,4%,2%,7.5 x 1.61 x 9.25 inches,2.66 pounds,English,"Packt Publishing; 4th ed. edition (July 2, 2021)",Packt Publishing; 4th ed. edition,"July 2, 2021",978-1801077262
"The Computer Programming Bible: A Step by Step Guide On How To Master From The Basics to Advanced of Python, C, C++, C#, HTML Coding Raspberry Pi3",C.P.A Inc,12.74,231,4.4,184,66%,19%,8%,5%,3%,5 x 0.53 x 8 inches,8.2 ounces,English,"Independently published (January 16, 2020)",Independently published,"January 16, 2020",978-1661846282
Learn python programming for beginners: A beginner's guide comprehending python. Develop your programming skills and learn all the tricks with this crash course.,Willard D. Sanders,19.95,145,3.9,21,58%,6%,15%,7%,14%,6 x 0.33 x 9 inches,7.2 ounces,English,"Independently published (September 29, 2020)",Independently published,"September 29, 2020",979-8691180538
"Python Crash Course: A Hands-On, Project-Based Introduction to Programming",Eric Matthes,34,560,4.5,"1,291",73%,16%,6%,2%,3%,7 x 1.31 x 9.25 inches,2.38 pounds,English,"No Starch Press; 1st edition (November 30, 2015)",No Starch Press; 1st edition,"November 30, 2015",978-1593276034
Python for Programmers: with Big Data and Artificial Intelligence Case Studies,"Paul Deitel, Harvey Deitel",57.4,640,4.4,111,70%,14%,8%,2%,5%,7.05 x 1.4 x 9.1 inches,2.29 pounds,English,"Pearson (March 22, 2019)",Pearson,"March 22, 2019",978-0135224335
Using Asyncio in Python: Understanding Python's Asynchronous Programming Features,Caleb Hattingh,30.49,163,4.3,62,64%,18%,7%,2%,8%,7 x 0.35 x 9.19 inches,9.6 ounces,English,"O'Reilly Media; 1st edition (March 10, 2020)",O'Reilly Media; 1st edition,"March 10, 2020",978-1492075332
"Introduction to Computation and Programming Using Python, third edition: With Application to Computational Modeling and Understanding Data",John V. Guttag,55,496,4.6,123,77%,12%,6%,4%,2%,7 x 1.32 x 9.06 inches,2.2 pounds,English,"The MIT Press; 3rd edition (January 5, 2021)",The MIT Press; 3rd edition,"January 5, 2021",978-0262542364
"Python Cheat Sheet, Cover the Basic Python Syntaxes, A Reference Guide: Python Programming Synatx Book, Syntax Table & Chart, Quick Study Workbook (Syntax Series)",Ray Yao,13.99,168,5,4,100%,0%,0%,0%,0%,7.44 x 0.38 x 9.69 inches,12.3 ounces,English,"Independently published (March 13, 2022)",Independently published,"March 13, 2022",979-8431658808
Deep Learning with PyTorch Lightning: Swiftly build high-performance Artificial Intelligence (AI) models using Python,Kunal Sawarkar,46.99,366,4.3,15,61%,28%,11%,0%,0%,7.5 x 0.83 x 9.25 inches,1.39 pounds,English,"Packt Publishing (April 29, 2022)",Packt Publishing,"April 29, 2022",978-1800561618
"Practical Fraud Prevention: Fraud and AML Analytics for Fintech and eCommerce, Using SQL and Python","Gilit Saporta, Shoshana Maraney",43.49,394,4.5,28,76%,11%,5%,8%,0%,6.75 x 1 x 8.75 inches,1.4 pounds,English,"O'Reilly Media; 1st edition (April 26, 2022)",O'Reilly Media; 1st edition,"April 26, 2022",978-1492093329
Dive Into Algorithms: A Pythonic Adventure for the Intrepid Beginner,Bradford Tuckfield,39.95,248,4.5,88,70%,19%,9%,2%,0%,7.1 x 0.6 x 9.2 inches,15.5 ounces,English,"No Starch Press (January 25, 2021)",No Starch Press,"January 25, 2021",978-1718500686
Real-World Python: A Hacker's Guide to Solving Problems with Code,Lee Vaughan,34.95,360,4.7,96,79%,15%,2%,2%,1%,7 x 0.93 x 9.25 inches,1.5 pounds,English,"No Starch Press (November 5, 2020)",No Starch Press,"November 5, 2020",978-1800561618
Cracking Codes with Python: An Introduction to Building and Breaking Ciphers,Al Sweigart,19.37,416,4.7,363,83%,11%,3%,2%,1%,7.06 x 0.94 x 9.25 inches,1.76 pounds,English,"No Starch Press; Illustrated edition (January 23, 2018)",No Starch Press; Illustrated edition,"January 23, 2018",978-1593278229
PYTHON: 2 books in 1 : Learn python programming for beginners and machine learning,Willard D. Sanders,24.9,241,3.8,14,40%,27%,15%,9%,9%,6 x 0.55 x 9 inches,13.7 ounces,English,"Independently published (October 28, 2020)",Independently published,"October 28, 2020",979-8691155918
"Mastering Python Networking: Your one-stop solution to using Python for network automation, programmability, and DevOps, 3rd Edition","Eric Chou, Michael Kennedy",57.99,576,4.6,146,76%,13%,9%,1%,1%,7.5 x 1.3 x 9.25 inches,2.15 pounds,English,"Packt Publishing; 3rd edition (January 30, 2020)",Packt Publishing; 3rd edition,"January 30, 2020",978-1839214677
Python: Programming Basics for Absolute Beginners (Step-By-Step Python),Nathan Clark,16.38,101,4,187,52%,19%,14%,6%,9%,6 x 0.23 x 9 inches,5.1 ounces,English,"CreateSpace Independent Publishing Platform; 2nd edition (April 5, 2018)",CreateSpace Independent Publishing Platform; 2nd edition,"April 5, 2018",978-1987518979
The Greedy Python/Ready-to-Read Level 1 (The World of Eric Carle),Zed Shaw,4.99,24,4.7,323,82%,11%,5%,1%,2%,6 x 1 x 9 inches,1.44 ounces,English,"Simon Spotlight; Reprint edition (May 1, 2012)",Simon Spotlight; Reprint edition,"May 1, 2012",978-1442445765
The Recursive Book of Recursion: Ace the Coding Interview with Python and JavaScript,Al Sweigart,35.99,328,5,16,100%,0%,0%,0%,0%,7 x 0.75 x 9.25 inches,13 ounces,English,"No Starch Press (August 16, 2022)",No Starch Press,"August 16, 2022",978-1718502024
Learning Python with Raspberry Pi,"Alex Bradbury, Ben Everard",17.39,288,4.2,162,53%,29%,9%,4%,5%,7.5 x 0.7 x 9.2 inches,1.15 pounds,English,"Wiley; 1st edition (March 10, 2014)",Wiley; 1st edition,"March 10, 2014",978-1118717059
CPython Internals: Your Guide to the Python 3 Interpreter,Anthony Shaw,39.99,394,4.7,157,81%,13%,3%,2%,1%,6 x 0.89 x 9 inches,1.16 pounds,English,"Real Python (realpython.com) (May 5, 2021)",Real Python,"realpython.com) (May 5, 2021",978-1775093343
Python For Dummies,"Stef Maruch, Aahz Maruch",16.59,432,4.3,324,65%,16%,10%,4%,6%,7.3 x 1.4 x 9.1 inches,1.76 pounds,English,"For Dummies; 1st edition (September 14, 2006)",For Dummies; 1st edition,"September 14, 2006",978-0471778646
PYTHON FOR BEGINNERS: Enter the Real World of Python and Learn How to Think Like a Programmer,Oliver Moore,14.99,142,4.2,20,52%,34%,7%,7%,0%,6 x 0.32 x 9 inches,9.6 ounces,English,"Independently published (January 28, 2022)",Independently published,"January 28, 2022",979-8408663415
Learn More Python 3 the Hard Way: The Next Step for New Python Programmers (Zed Shaw's Hard Way Series),Zed Shaw,28.56,240,4.6,106,78%,13%,4%,2%,3%,6.9 x 0.6 x 9 inches,13.8 ounces,English,"Addison-Wesley Professional; 1st edition (September 13, 2017)",Addison-Wesley Professional; 1st edition,"September 13, 2017",978-0134123486
Learn to Code by Solving Problems: A Python Programming Primer,Daniel Zingaro,23.06,336,4.7,49,77%,15%,8%,0%,0%,7 x 0.78 x 9.05 inches,1.4 pounds,English,"No Starch Press (June 21, 2021)",No Starch Press,"June 21, 2021",978-1718501324
Introduction to Machine Learning with Python: A Guide for Data Scientists,"Andreas Müller, Sarah Guido",49.35,398,4.5,591,75%,15%,3%,3%,5%,7 x 0.82 x 9.19 inches,1.3 pounds,English,"O'Reilly Media; 1st edition (November 15, 2016)",O'Reilly Media; 1st edition,"November 15, 2016",978-1449369415
Python by Example: Learning to Program in 150 Challenges,Nichola Lacey,23.99,191,4.5,372,70%,17%,7%,3%,2%,8.2 x 0.3 x 10.1 inches,1.23 pounds,English,"Cambridge University Press; 1st edition (July 11, 2019)",Cambridge University Press; 1st edition,"July 11, 2019",978-1108716833
Python for Microcontrollers: Getting Started with MicroPython,Donald Norris,16.63,288,4.2,80,53%,29%,9%,7%,2%,7.1 x 0.62 x 9 inches,13.8 ounces,English,"McGraw Hill TAB; 1st edition (November 17, 2016)",McGraw Hill TAB; 1st edition,"November 17, 2016",978-1259644535
"Python Testing with pytest: Simple, Rapid, Effective, and Scalable",Brian Okken,34.99,274,4.4,41,68%,20%,6%,6%,0%,7.5 x 0.58 x 9.25 inches,1.05 pounds,English,"Pragmatic Bookshelf; 2nd edition (March 29, 2022)",Pragmatic Bookshelf; 2nd edition,"March 29, 2022",978-1680508604
Applied Time Series Analysis and Forecasting with Python (Statistics and Computing),"Changquan Huang, Alla Petukhina",147.77,382,2.9,3,0%,62%,0%,0%,38%,6.14 x 0.88 x 9.21 inches,1.57 pounds,English,"Springer; 1st ed. 2022 edition (October 20, 2022)",Springer; 1st ed. 2022 edition,"October 20, 2022",978-3031135835
Beware the Burmese Pythons: And Other Invasive Animal Species,"Etta Kaner, Phil Nicholls",19.99,48,5,1,100%,0%,0%,0%,0%,8.3 x 0.45 x 10.3 inches,1.15 pounds,English,"Kids Can Press (October 4, 2022)",Kids Can Press,"October 4, 2022",978-1525304460
